fiscal_year,fiscal_period,cik,filed,rd_expense,z_score,symbol
2023.0,Q1,1720671,2022-06-09,65309000,-0.17463720414772496,HCP
2023.0,Q1,1721947,2023-05-04,56874000,-0.18233747812904508,JAMF
2023.0,Q1,1730168,2023-03-08,2401000000,1.957604720654116,AVGO
2023.0,Q1,1734722,2022-06-03,161730000,-0.0866149021260456,PATH
2023.0,Q1,1738177,2023-05-09,27204000,-0.20942308915758892,CMBM
2023.0,Q1,1739942,2023-05-04,47213000,-0.19115696205714625,SWI
2023.0,Q1,1743725,2023-05-04,7299000,-0.22759427512062114,GDYN
2023.0,Q1,1743759,2023-05-10,33948000,-0.20326652155474093,CRSR
2023.0,Q1,1751008,2023-05-10,271101000,0.013229397294340988,APP
2023.0,Q1,1754820,2023-05-10,47749000,-0.19066765004126154,DM
2023.0,Q1,1758009,2023-05-12,2559184,-0.231921232064432,QUBT
2023.0,Q1,1759509,2023-05-08,389658000,0.12145955525561748,LYFT
2023.0,Q1,1768267,2023-02-08,55286000,-0.18378715626565875,CRNC
2023.0,Q1,1773383,2022-08-03,83207000,-0.15829819955760438,DT
2023.0,Q1,1774170,2023-05-10,4952000,-0.2297368409812208,AIOT
2023.0,Q1,1777921,2023-05-10,15570000,-0.2200437160098329,AVPT
2023.0,Q1,1779474,2023-05-09,24024000,-0.21232609701302435,MAPS
2023.0,Q1,1780312,2023-05-15,24662000,-0.21174366965083322,ASTS
2023.0,Q1,1782170,2023-05-08,72951000,-0.16766085633915967,RELY
2023.0,Q1,1786352,2022-11-04,117005000,-0.1274441556903066,BILL
2023.0,Q1,1786842,2023-05-05,75500000,-0.1653338855770512,VNT
2023.0,Q1,1788999,2023-05-12,105056000,-0.13835234464143806,XPER
2023.0,Q1,1789029,2023-05-12,50769000,-0.1879107054741499,AEVA
2023.0,Q1,1794515,2023-05-01,87900000,-0.15401398073195705,ZI
2023.0,Q1,1800347,2022-07-11,86691000,-0.15511767145435373,ETWO
2023.0,Q1,1800392,2023-05-08,8430127,-0.22656167431354718,MLGO
2023.0,Q1,1800667,2023-05-04,61987000,-0.17766984317154777,FROG
2023.0,Q1,1803696,2023-05-08,22661000,-0.2135703736504327,ADEA
2023.0,Q1,1806837,2023-05-10,25495000,-0.21098322765599747,VERX
2023.0,Q1,1807794,2022-09-01,26376000,-0.21017896667466457,CRDO
2023.0,Q1,1810806,2023-05-10,501520000,0.22357787749609517,U
2023.0,Q1,1816581,2023-05-12,48365000,-0.19010530638121492,OUST
2023.0,Q1,1817511,2023-05-11,33467,-0.2342269478794027,SOPA
2023.0,Q1,1817760,2023-05-15,2738000,-0.23175799173340134,SMTK
2023.0,Q1,1818201,2023-05-02,76677000,-0.1642594075123193,CCCS
2023.0,Q1,1818644,2023-05-11,18018000,-0.21780894769847883,LIDR
2023.0,Q1,1819394,2023-05-10,44275000,-0.19383904918899195,MTTR
2023.0,Q1,1819928,2023-05-10,50143000,-0.18848217808971673,DV
2023.0,Q1,1819974,2023-05-12,4950000,-0.22973866677232485,SKYT
2023.0,Q1,1820144,2023-05-15,9153000,-0.22590176676716914,GRND
2023.0,Q1,1821769,2023-05-15,30719000,-0.20621426129222553,NVTS
2023.0,Q1,1823466,2023-05-15,11138000,-0.22408966909640204,NOTE
2023.0,Q1,1824920,2023-05-11,23571000,-0.2127396386980911,IONQ
2023.0,Q1,1826681,2023-05-10,15284000,-0.2203048041377117,PDYN
2023.0,Q1,1828108,2023-05-04,331000000,0.06791092796500996,AUR
2023.0,Q1,1828161,2023-05-10,4623000,-0.2300371836178366,FTCI
2023.0,Q1,1828962,2023-05-10,38331000,-0.19926530035022097,CRCT
2023.0,Q1,1830081,2023-05-15,3342893,-0.23120578760425103,RUM
2023.0,Q1,1831840,2023-05-10,22018000,-0.21415736549038394,SEMR
2023.0,Q1,1834488,2023-05-10,34195000,-0.20304103635339107,NABL
2023.0,Q1,1834494,2023-05-02,22221000,-0.21397204769332312,MLNK
2023.0,Q1,1835591,2023-05-09,21100000,-0.21499540360714173,VZIO
2023.0,Q1,1835632,2022-05-27,730200000,0.43233883233288006,MRVL
2023.0,Q1,1835681,2023-05-05,52039000,-0.18675132812307976,PWSC
2023.0,Q1,1836981,2023-05-15,4002000,-0.23060409175564334,BBAI
2023.0,Q1,1837014,2023-05-10,13677000,-0.22177182728981382,SMRT
2023.0,Q1,1837686,2023-05-04,65678000,-0.17430034568902822,VMEO
2023.0,Q1,1838359,2023-05-11,27634000,-0.20903054407021873,RGTI
2023.0,Q1,1839341,2023-05-15,4755000,-0.2299166814049695,CORZ
2023.0,Q1,1839439,2022-11-04,22593000,-0.2136324505479703,PYCR
2023.0,Q1,1840856,2023-05-12,30834000,-0.20610927830374282,SOUN
2023.0,Q1,1841156,2023-05-08,22043000,-0.21413454310158336,PAY
2023.0,Q1,1841209,2023-04-28,10659974,-0.22452605690555374,HOLO
2023.0,Q1,1841804,2023-05-03,40903000,-0.19691733299041594,INST
2023.0,Q1,1841925,2023-05-15,66062000,-0.1739497937970511,INDI
2023.0,Q1,1845022,2022-06-10,26962000,-0.20964400988117865,BASE
2023.0,Q1,1845815,2023-05-09,55195000,-0.1838702297608929,PAYO
2023.0,Q1,1851003,2023-05-05,35750000,-0.2016214837699942,ZETA
2023.0,Q1,1853145,2023-05-10,36340000,-0.2010828753943002,EVCM
2023.0,Q1,1854445,2022-11-14,2991763,-0.23152633261943312,VRAR
2023.0,Q1,1855747,2023-05-09,61363000,-0.17823948999601058,BLND
2023.0,Q1,1856314,2023-05-09,37456000,-0.2000640839582417,YOU
2023.0,Q1,1858257,2023-05-10,43194000,-0.1948258892807296,AVDX
2023.0,Q1,1865631,2023-05-10,8566000,-0.22643763645620707,NN
2023.0,Q1,1866368,2023-05-05,49394000,-0.1891659368581825,CWAN
2023.0,Q1,1866633,2023-05-10,4240000,-0.2303868226142617,CCSI
2023.0,Q1,1866692,2023-05-10,40209000,-0.1975508825035204,AMPL
2023.0,Q1,1868778,2023-05-04,157162000,-0.09078500900768996,INFA
2023.0,Q1,1874097,2023-05-11,4711201,-0.22995666531725256,CYN
2023.0,Q1,1892322,2023-05-22,187883,-0.2340859821998414,HTCR
2023.0,Q1,1902314,2023-05-11,1029000,-0.23331813023180986,MPTI
2023.0,Q1,1902733,2022-06-01,46540000,-0.19177134076365823,NCNO
2023.0,Q1,1905956,2022-12-19,409359,-0.2338837977445614,TGL
2023.0,Q1,1907982,2023-05-19,17717000,-0.21808372925963798,QBTS
2023.0,Q1,1929589,2023-02-13,17943000,-0.21787741486488063,MRDB
2023.0,Q2,2488,2023-08-02,7957000000,2.1825909194092428,AMD
2023.0,Q2,4127,2023-05-09,932800000,0.049370138980645545,SWKS
2023.0,Q2,6281,2023-05-24,2514185000,0.5296302887283858,ADI
2023.0,Q2,6951,2023-05-26,4347000000,1.0862487000323406,AMAT
2023.0,Q2,8504,2023-08-14,10870851,-0.23061596886503832,UAVS
2023.0,Q2,21535,2023-08-04,136868000,-0.19235115059084934,COHU
2023.0,Q2,23197,2023-03-09,75394000,-0.2110205526944437,CMTL
2023.0,Q2,26058,2023-07-25,38810000,-0.2221309637065447,CTS
2023.0,Q2,28823,2023-08-09,175700000,-0.18055803118285935,DBD
2023.0,Q2,29002,2023-08-08,192655000,-0.17540886710265563,DIOD
2023.0,Q2,39020,2022-12-20,6417000,-0.2319685851780893,FEIM
2023.0,Q2,47217,2023-05-31,2491000000,0.5225890991560164,HPQ
2023.0,Q2,50863,2023-07-28,25431000000,7.4893731746424805,INTC
2023.0,Q2,51143,2023-07-25,10054000000,2.8194412335459087,IBM
2023.0,Q2,56978,2023-05-04,214237000,-0.1688545020670345,KLIC
2023.0,Q2,65770,2023-08-09,63387000,-0.21466702943351806,MVIS
2023.0,Q2,68505,2023-08-03,1212000000,0.13416203583660982,MSI
2023.0,Q2,70866,2023-08-02,361000000,-0.1242831798669203,VYX
2023.0,Q2,78749,2023-10-26,79198000,-0.20986529346937174,AGYS
2023.0,Q2,84748,2023-08-04,50142000,-0.21868948170378041,ROG
2023.0,Q2,87050,2023-08-10,6243000,-0.23202142826567143,NEON
2023.0,Q2,88941,2022-08-31,227775000,-0.1647430668964183,SMTC
2023.0,Q2,97476,2023-07-26,2628000000,0.5641954382293226,TXN
2023.0,Q2,101984,2023-08-04,50408000,-0.21860869859287896,UEIC
2023.0,Q2,103145,2023-08-07,158478000,-0.18578828206987014,VECO
2023.0,Q2,317788,2022-11-09,84359000,-0.2082979189003401,APPS
2023.0,Q2,319201,2023-01-27,1772382000,0.30434775483352594,KLAC
2023.0,Q2,320121,2023-08-09,22533000,-0.22707422196272137,TLS
2023.0,Q2,320193,2023-05-05,41703000000,12.431112951290944,AAPL
2023.0,Q2,320340,2023-08-02,13947000,-0.22968175500858568,CCRD
2023.0,Q2,350868,2022-11-08,11905000,-0.23030190204791187,ITI
2023.0,Q2,351789,2023-08-10,1417000,-0.23348706470631214,ELSE
2023.0,Q2,351998,2023-08-14,9795000,-0.23094270040882192,DAIO
2023.0,Q2,356037,2023-05-10,4613000,-0.2325164525918721,CSPI
2023.0,Q2,704532,2023-08-10,158943000,-0.1856470634737454,ONTO
2023.0,Q2,707549,2023-01-30,2547760000,0.5398268787604023,LRCX
2023.0,Q2,708821,2023-08-09,75134000,-0.21109951362991128,PAR
2023.0,Q2,709283,2022-11-02,69286000,-0.21287552728612075,QMCO
2023.0,Q2,713425,2022-12-02,26162000,-0.22597210952113722,AMSWA
2023.0,Q2,719733,2023-02-09,26942000,-0.22573522671473448,KTCC
2023.0,Q2,722572,2023-02-14,6159130,-0.23204689924127786,FKWL
2023.0,Q2,723125,2023-03-29,4721000000,1.1998309687434103,MU
2023.0,Q2,724004,2022-11-03,23715000,-0.2267152534022495,MLAB
2023.0,Q2,724910,2022-10-19,4166010,-0.23265220162473615,NVEC
2023.0,Q2,729580,2023-08-04,62802000,-0.21484469153832014,BELFA
2023.0,Q2,729580,2023-08-04,62802000,-0.21484469153832014,BELFB
2023.0,Q2,732026,2023-02-10,719000,-0.23369904444845205,TRT
2023.0,Q2,733269,2022-11-08,246291000,-0.15911983350750342,RAMP
2023.0,Q2,736012,2023-08-14,9320000,-0.2310869559640031,INTZ
2023.0,Q2,746210,2023-08-10,1816000,-0.23336589003995997,OBLG
2023.0,Q2,746838,2023-08-02,33100000,-0.2238650673277752,UIS
2023.0,Q2,748268,2022-12-15,4473734,-0.2325587471058676,RCAT
2023.0,Q2,751978,2023-08-04,95024000,-0.20505900206664077,VICR
2023.0,Q2,769397,2022-08-31,1721000000,0.28874325180969657,ADSK
2023.0,Q2,771266,2023-08-11,24276098,-0.22654485023698415,KOPN
2023.0,Q2,772406,2022-11-01,630586000,-0.04241101544782291,CRUS
2023.0,Q2,779152,2023-02-09,192701000,-0.17539489709099598,JKHY
2023.0,Q2,780571,2023-08-03,296391000,-0.14390466863471038,ITRI
2023.0,Q2,789019,2023-01-24,37431000000,11.133724042377336,MSFT
2023.0,Q2,793524,2023-08-03,882131,-0.23364950223166836,REFR
2023.0,Q2,797721,2022-11-09,212426000,-0.16940449535215682,VSAT
2023.0,Q2,804328,2023-05-03,12668000000,3.613302330900818,QCOM
2023.0,Q2,807707,2022-10-11,17194000,-0.22869565440295775,VOXX
2023.0,Q2,807863,2023-09-29,43013000,-0.22085452981512055,MITK
2023.0,Q2,808326,2023-05-10,30642000,-0.22461155186384954,EMKR
2023.0,Q2,810136,2023-06-08,24611000,-0.22644314187079195,PLAB
2023.0,Q2,813672,2023-07-24,1923216000,0.35015542306551917,CDNS
2023.0,Q2,814547,2023-04-27,228919000,-0.1643956387803609,FICO
2023.0,Q2,816761,2023-08-08,460000000,-0.09421728520810774,TDC
2023.0,Q2,820318,2023-02-08,658288000,-0.033998031469657,COHR
2023.0,Q2,827054,2022-11-03,1537000000,0.2328632051710955,MCHP
2023.0,Q2,828146,2023-08-10,2750000,-0.23308223806408793,LINK
2023.0,Q2,833640,2023-08-03,143707000,-0.1902741742921461,POWI
2023.0,Q2,840715,2023-08-10,6496000,-0.23194459320154337,CLRO
2023.0,Q2,843006,2023-08-10,2541000,-0.23314571050836766,ISDR
2023.0,Q2,849399,2022-11-09,407000000,-0.11031316820727001,GEN
2023.0,Q2,851205,2023-08-03,209748000,-0.17021779298747297,CGNX
2023.0,Q2,851310,2023-08-04,186592000,-0.17725017537857868,HLIT
2023.0,Q2,855658,2023-08-01,219662000,-0.1672069517789127,LSCC
2023.0,Q2,858877,2023-02-21,10545000000,2.968555923217393,CSCO
2023.0,Q2,864749,2023-08-04,929400000,0.048337572901454,TRMB
2023.0,Q2,866291,2022-10-31,193725000,-0.17508391248361593,ALGM
2023.0,Q2,867773,2023-08-02,40083000,-0.22174435881865914,SPWR
2023.0,Q2,877212,2023-08-01,839000000,0.02088346303118476,ZBRA
2023.0,Q2,882508,2023-08-16,8352000,-0.23138093360066705,QUIK
2023.0,Q2,883241,2023-05-19,2600422000,0.5558201125434566,SNPS
2023.0,Q2,884144,2023-08-07,9394000,-0.2310644824669854,ASUR
2023.0,Q2,889331,2023-08-02,142814000,-0.1905453747358867,LFUS
2023.0,Q2,890394,2023-08-14,27993000,-0.22541604231790202,PRSO
2023.0,Q2,895419,2023-01-26,319500000,-0.13688655995117,WOLF
2023.0,Q2,896878,2023-02-23,3595000000,0.857869378987623,INTU
2023.0,Q2,897723,2023-05-22,34108000,-0.22355894185488548,SANM
2023.0,Q2,898293,2023-04-05,50000000,-0.21873260652238194,JBL
2023.0,Q2,909494,2023-08-03,24672000,-0.22642461642054765,TCX
2023.0,Q2,910638,2023-08-09,130889000,-0.19416694841069823,DDD
2023.0,Q2,912093,2023-02-03,311000000,-0.13946797514914885,VIAV
2023.0,Q2,913142,2023-08-03,166758000,-0.18327367997113309,BDC
2023.0,Q2,915779,2022-12-13,42925000,-0.2208812550548173,DAKT
2023.0,Q2,917273,2023-08-04,243941000,-0.15983351888576816,RMBS
2023.0,Q2,917491,2023-08-02,72254000,-0.21197415783816764,FARO
2023.0,Q2,923601,2022-11-14,168000,-0.23386638089246223,MICS
2023.0,Q2,924383,2023-05-08,11997000,-0.23027396202459258,GNSS
2023.0,Q2,926282,2023-08-14,290830000,-0.14559352156599986,ADTN
2023.0,Q2,926423,2022-09-13,5309000,-0.23230508024154348,MIND
2023.0,Q2,936395,2023-06-07,1028773000,0.07851674613307198,CIEN
2023.0,Q2,944075,2023-08-14,6922817,-0.23181497062618386,SCKT
2023.0,Q2,944480,2023-08-16,995000,-0.23361522437849416,GVP
2023.0,Q2,948708,2023-08-10,36704000,-0.22277054728383217,SMSI
2023.0,Q2,1002047,2022-12-01,1368000000,0.18153859711716294,NTAP
2023.0,Q2,1005284,2023-08-03,178998000,-0.17955644208604354,OLED
2023.0,Q2,1005757,2023-08-03,210995000,-0.1698390841931342,CSGS
2023.0,Q2,1007587,2023-08-09,15656000,-0.2291627387058391,KVHI
2023.0,Q2,1013462,2023-08-02,693537000,-0.023293054491591504,ANSS
2023.0,Q2,1013857,2023-07-26,443410000,-0.09925560028275117,PEGA
2023.0,Q2,1014473,2023-07-27,132100000,-0.19379917266896265,VRSN
2023.0,Q2,1015739,2023-08-02,13793000,-0.22972852417805492,AWRE
2023.0,Q2,1017303,2023-08-10,13906000,-0.2296942065407171,TACT
2023.0,Q2,1022652,2023-08-03,73996000,-0.2114451195705348,INSG
2023.0,Q2,1023731,2022-11-03,189381000,-0.17640316749773596,EGHT
2023.0,Q2,1031308,2023-08-08,399039000,-0.11273089131210644,BSY
2023.0,Q2,1032975,2022-10-27,420103000,-0.1063338407556092,LOGI
2023.0,Q2,1036262,2023-08-10,11512000,-0.2304212545388302,INTT
2023.0,Q2,1038074,2023-07-26,505764000,-0.08031894578218958,SLAB
2023.0,Q2,1039065,2023-01-27,88223000,-0.2071244379209295,OSIS
2023.0,Q2,1039280,2023-02-14,2161445,-0.23326097980783458,NTWK
2023.0,Q2,1039399,2023-08-08,168693000,-0.18268602839371084,FORM
2023.0,Q2,1040161,2023-08-08,45882000,-0.2199832262618263,PXLW
2023.0,Q2,1040470,2023-01-13,8547000,-0.23132171289906636,AEHR
2023.0,Q2,1040896,2023-08-14,8699000,-0.23127555112140838,IDN
2023.0,Q2,1043604,2023-07-28,1586000000,0.24774430454767948,JNPR
2023.0,Q2,1044777,2023-08-09,65657000,-0.2139776397277049,OSPN
2023.0,Q2,1045810,2022-08-31,8910000000,2.4720131174885194,NVDA
2023.0,Q2,1047127,2023-08-01,251742000,-0.15746438712583485,AMKR
2023.0,Q2,1048695,2023-05-05,826996000,0.017237897379827328,FFIV
2023.0,Q2,1049502,2023-08-04,380000000,-0.11851295765967343,MKSI
2023.0,Q2,1050446,2023-08-01,187169000,-0.17707494284102174,MSTR
2023.0,Q2,1051627,2023-08-09,19140000,-0.2281046621705734,AXTI
2023.0,Q2,1056696,2023-07-28,177297000,-0.18007302882154497,MANH
2023.0,Q2,1058811,2023-08-11,1551000,-0.23344636945495578,IMMR
2023.0,Q2,1066194,2023-02-14,39231000,-0.22200310773026832,EGAN
2023.0,Q2,1066923,2023-08-21,2414720,-0.23318406122733246,FTFT
2023.0,Q2,1070050,2023-08-14,10341000,-0.23077688244434,APCX
2023.0,Q2,1070235,2022-09-28,334000000,-0.1324829693193237,BB
2023.0,Q2,1074828,2023-05-15,10253155,-0.23080356061117133,KNW
2023.0,Q2,1076930,2023-08-08,133693000,-0.19331538509127083,NOVT
2023.0,Q2,1078075,2022-11-03,263077000,-0.15402199403535363,NTCT
2023.0,Q2,1078271,2023-01-27,300151000,-0.1427627720294868,EXTR
2023.0,Q2,1082324,2023-08-11,14615000,-0.22947888614361509,VHC
2023.0,Q2,1085243,2023-08-14,4103315,-0.23267124183954055,VTSI
2023.0,Q2,1086222,2023-08-08,574020000,-0.05958987804651372,AKAM
2023.0,Q2,1092699,2023-07-27,72763000,-0.21181957662219456,SPSC
2023.0,Q2,1101302,2023-08-03,359177000,-0.12483681750291034,ENTG
2023.0,Q2,1107843,2023-08-03,155332000,-0.18674370938902796,QLYS
2023.0,Q2,1108524,2022-08-25,6967000000,1.8819319728211175,CRM
2023.0,Q2,1110611,2023-08-09,65499000,-0.21402562368079672,ONTF
2023.0,Q2,1111928,2023-08-01,164460000,-0.1839715731623043,IPGP
2023.0,Q2,1113232,2023-08-03,126468000,-0.19550958800955287,ACLS
2023.0,Q2,1114925,2023-02-09,27355000,-0.22560980030570327,LTRX
2023.0,Q2,1114995,2023-07-26,123968000,-0.1962688277736643,PI
2023.0,Q2,1116942,2023-08-10,35954000,-0.2229983192130656,TTMI
2023.0,Q2,1120914,2023-08-08,78416000,-0.2101027836675858,PDFS
2023.0,Q2,1121788,2023-08-02,1282314000,0.15551610974610222,GRMN
2023.0,Q2,1122904,2023-08-04,132027000,-0.1938213424700747,NTGR
2023.0,Q2,1124796,2023-08-04,76596000,-0.21065551021585893,LASR
2023.0,Q2,1126741,2022-11-04,37326000,-0.22258164843052125,GSIT
2023.0,Q2,1131554,2023-08-09,87532000,-0.20733429179172988,SNCR
2023.0,Q2,1137789,2023-01-25,1323000000,0.16787228136315724,STX
2023.0,Q2,1138639,2023-08-09,470415000,-0.09105429235081952,INFN
2023.0,Q2,1141284,2023-08-24,4097000,-0.2326731596791847,ASNS
2023.0,Q2,1158114,2023-08-03,51958000,-0.21813796993912987,AAOI
2023.0,Q2,1166388,2022-09-07,191591000,-0.17573199954626145,VRNT
2023.0,Q2,1169561,2022-11-01,225806000,-0.16534104413463246,CVLT
2023.0,Q2,1173489,2023-08-09,119265000,-0.1976971096179107,CEVA
2023.0,Q2,1178697,2023-08-14,9715000,-0.2309669960812735,SONM
2023.0,Q2,1211805,2023-08-14,1988000,-0.2333136543441891,MYSZ
2023.0,Q2,1239819,2023-08-10,16132000,-0.22901817945475228,LUNA
2023.0,Q2,1261333,2022-09-08,640009000,-0.03954928892893411,DOCU
2023.0,Q2,1262039,2023-08-07,831200000,0.018514634967157106,FTNT
2023.0,Q2,1272842,2023-08-10,16795000,-0.22881682906930992,AIRG
2023.0,Q2,1274494,2023-07-27,181566000,-0.17877655100034828,FSLR
2023.0,Q2,1280058,2023-08-03,229501000,-0.16421888776327576,BLKB
2023.0,Q2,1280263,2022-09-08,268356000,-0.15241878334945594,AMBA
2023.0,Q2,1288847,2023-08-07,222336000,-0.1663948689272191,FIVN
2023.0,Q2,1313275,2023-08-02,55537000,-0.21705104229282796,BCOV
2023.0,Q2,1314727,2023-05-11,429735000,-0.10340864179244068,SONO
2023.0,Q2,1321655,2023-08-08,554109000,-0.06563676722380278,PLTR
2023.0,Q2,1325702,2023-08-08,74582000,-0.2112671537698271,MX
2023.0,Q2,1327567,2023-02-22,2237500000,0.4456021870751176,PANW
2023.0,Q2,1327811,2022-08-25,2967297000,0.6672385479268087,WDAY
2023.0,Q2,1333822,2023-04-12,1949000,-0.23332549848450923,LEDS
2023.0,Q2,1341439,2022-12-13,11601000000,3.28925879957806,ORCL
2023.0,Q2,1350102,2023-08-09,12552774,-0.23010517573632888,ASTI
2023.0,Q2,1351636,2023-08-10,16462000,-0.22891795980588958,SSTI
2023.0,Q2,1355839,2023-08-08,8149531,-0.231442422606987,PALT
2023.0,Q2,1356093,2023-08-04,2197000,-0.23325018189990937,CREX
2023.0,Q2,1361113,2023-08-01,270220000,-0.15185269418133446,VRNS
2023.0,Q2,1362190,2023-08-10,10153000,-0.23083397727460117,AEYE
2023.0,Q2,1366561,2022-09-07,274719000,-0.15048636630183954,SMAR
2023.0,Q2,1372612,2022-08-31,341966000,-0.13006372773495906,BOX
2023.0,Q2,1373715,2023-07-27,2836000000,0.6273641866033934,NOW
2023.0,Q2,1375365,2023-02-03,411728000,-0.10887729396538248,SMCI
2023.0,Q2,1377789,2023-02-01,36429000,-0.2228540636578844,AVNW
2023.0,Q2,1378590,2023-05-15,5188000,-0.23234182744612647,BLIN
2023.0,Q2,1384905,2023-08-07,529111000,-0.07322855747310578,RNG
2023.0,Q2,1387467,2023-02-08,115169000,-0.19894104804743087,AOSL
2023.0,Q2,1389002,2023-08-08,17413000,-0.2286291449996216,MRIN
2023.0,Q2,1391127,2023-09-12,92414000,-0.2058516483803731,EGIO
2023.0,Q2,1393883,2023-08-02,25672000,-0.22612092051490307,DHX
2023.0,Q2,1394056,2023-08-10,6852817,-0.23183622933957898,OSS
2023.0,Q2,1396536,2023-08-14,2977882,-0.23301303123371783,DUOT
2023.0,Q2,1402436,2023-08-01,700000000,-0.02133026785341064,SSNC
2023.0,Q2,1404655,2023-08-02,798158000,0.008479914852849182,HUBS
2023.0,Q2,1406666,2023-07-24,224532000,-0.16572795271842364,CALX
2023.0,Q2,1410384,2023-08-02,197412000,-0.17396418567950442,QTWO
2023.0,Q2,1413447,2023-07-25,3357000000,0.7855897534442151,NXPI
2023.0,Q2,1415404,2023-08-08,47084000,-0.21961818378324152,SATS
2023.0,Q2,1419275,2023-08-14,10081000,-0.23085584337980758,RVYL
2023.0,Q2,1419612,2023-08-07,468968000,-0.09149374032628722,SEDG
2023.0,Q2,1420520,2023-08-02,16625000,-0.2288684573732695,ATOM
2023.0,Q2,1422930,2023-08-08,34899000,-0.2233187183935206,PUBM
2023.0,Q2,1423774,2022-09-01,136267000,-0.19253367183014172,ZUO
2023.0,Q2,1425627,2023-08-09,1585096,-0.23343601463935693,SOBR
2023.0,Q2,1431695,2023-08-01,109377000,-0.20070005473292424,OLO
2023.0,Q2,1431959,2023-08-09,26506971,-0.22586734324087113,MMAT
2023.0,Q2,1432133,2023-08-02,83835000,-0.20845705555489788,KLTR
2023.0,Q2,1433195,2023-07-28,189882000,-0.17625101584900804,APPF
2023.0,Q2,1435064,2023-05-11,8770737,-0.23125376488822516,CETX
2023.0,Q2,1438231,2023-08-08,38369000,-0.22226489360093396,DMRC
2023.0,Q2,1438423,2023-08-03,16449000,-0.22892190785266295,MRAM
2023.0,Q2,1441683,2023-08-03,218730000,-0.16748999636297343,APPN
2023.0,Q2,1441816,2022-09-02,521989000,-0.0753914797131064,MDB
2023.0,Q2,1445305,2023-08-03,245423000,-0.1593834415536029,WK
2023.0,Q2,1447669,2023-08-09,1492280000,0.21928192427067025,TWLO
2023.0,Q2,1451809,2023-08-03,142220000,-0.1907257701038396,SITM
2023.0,Q2,1459200,2023-08-09,343546000,-0.12958388820404063,ALRM
2023.0,Q2,1462056,2023-08-14,55124000,-0.21717646870185917,BLZE
2023.0,Q2,1463101,2023-07-27,291446000,-0.1454064448881228,ENPH
2023.0,Q2,1463972,2023-08-08,17838633,-0.22849988200021437,VUZI
2023.0,Q2,1467623,2023-08-04,1401600000,0.19174277954682054,DBX
2023.0,Q2,1468666,2022-09-01,189593000,-0.17633878396573932,SCWX
2023.0,Q2,1469367,2023-08-02,32206000,-0.22413657146742144,RUN
2023.0,Q2,1474432,2022-09-15,904248000,0.04069901348268174,PSTG
2023.0,Q2,1475115,2023-08-03,137136000,-0.1922697600881366,EB
2023.0,Q2,1476840,2023-08-09,26475000,-0.22587705270267047,EXFY
2023.0,Q2,1477294,2023-08-01,277575000,-0.14961901079531864,ST
2023.0,Q2,1477333,2023-08-03,478041000,-0.08873830737437402,NET
2023.0,Q2,1477720,2022-09-07,352546000,-0.1268506250532395,ASAN
2023.0,Q2,1493594,2023-05-04,216286000,-0.16823222915636876,MTSI
2023.0,Q2,1493761,2023-08-07,28003000,-0.22541300535884556,HEAR
2023.0,Q2,1496963,2023-08-08,356380000,-0.1256862549509982,SQSP
2023.0,Q2,1498233,2023-08-09,50494000,-0.2185825807449935,CPTN
2023.0,Q2,1500435,2023-08-03,226025000,-0.1652745347312963,GPRO
2023.0,Q2,1505155,2023-08-03,72835000,-0.21179771051698815,UPLD
2023.0,Q2,1505952,2022-09-08,128727000,-0.19482353895870178,DOMO
2023.0,Q2,1511737,2023-02-03,197979000,-0.17379199010100393,UI
2023.0,Q2,1512673,2023-08-03,3524159000,0.8363552573358559,SQ
2023.0,Q2,1514416,2023-08-03,146320000,-0.18948061689069684,BAND
2023.0,Q2,1517228,2023-08-03,961300000,0.05802547229151582,COMM
2023.0,Q2,1517375,2023-08-04,99601000,-0.20366898590650556,SPT
2023.0,Q2,1517413,2023-08-02,230144000,-0.1640236112959463,FSLY
2023.0,Q2,1518461,2023-08-14,2680765,-0.23310326445011523,AMPG
2023.0,Q2,1528396,2023-03-07,348306000,-0.12813829569317248,GWRE
